PlayerMatch_key,Match_Id,Player_Id,Player_Name,DOB,Batting_hand,Bowling_skill,Country_Name,Role_Desc,Player_team,Opposite_Team,Season_year,is_manofThematch,Age_As_on_match,IsPlayers_Team_won,Player_Captain,Opposite_captain,Player_keeper,Opposite_keeper
33602800124,336028,124,A Kumble,10/17/1970,Right-hand bat,Legbreak googly,India,Player,Royal Challengers Bangalore,Rajasthan Royals,2008,0,38,0,R Dravid,SK Warne,DT Patil,M Rawat
33602800130,336028,130,J Arunkumar,1/18/1975,Right-hand bat,Right-arm offbreak,India,Player,Royal Challengers Bangalore,Rajasthan Royals,2008,0,33,0,R Dravid,SK Warne,DT Patil,M Rawat
33602800145,336028,145,Abdur Razzak,6/15/1982,Left-hand bat,Slow left-arm orthodox,Bangladesh,Player,Royal Challengers Bangalore,Rajasthan Royals,2008,0,26,0,R Dravid,SK Warne,DT Patil,M Rawat
33602800031,336028,31,YK Pathan,11/17/1982,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,0,26,1,SK Warne,R Dravid,M Rawat,DT Patil
33602800032,336028,32,SR Watson,6/17/1981,Right-hand bat,Right-arm fast-medium,Australia,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,0,27,1,SK Warne,R Dravid,M Rawat,DT Patil
33602800033,336028,33,M Kaif,12/1/1980,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,0,28,1,SK Warne,R Dravid,M Rawat,DT Patil
33602800035,336028,35,RA Jadeja,12/6/1988,Left-hand bat,Slow left-arm orthodox,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,0,20,1,SK Warne,R Dravid,M Rawat,DT Patil
33602800036,336028,36,M Rawat,10/25/1985,Right-hand bat,N/A,India,Keeper,Rajasthan Royals,Royal Challengers Bangalore,2008,0,23,1,SK Warne,R Dravid,M Rawat,DT Patil
33602800038,336028,38,SK Warne,9/13/1969,Right-hand bat,Legbreak googly,Australia,Captain,Rajasthan Royals,Royal Challengers Bangalore,2008,0,39,1,SK Warne,R Dravid,M Rawat,DT Patil
33602800039,336028,39,SK Trivedi,9/4/1982,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,0,26,1,SK Warne,R Dravid,M Rawat,DT Patil
33602800074,336028,74,GC Smith,2/1/1981,Left-hand bat,Right-arm offbreak,South Africa,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,1,27,1,SK Warne,R Dravid,M Rawat,DT Patil
33602800101,336028,101,SA Asnodkar,3/29/1984,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,0,24,1,SK Warne,R Dravid,M Rawat,DT Patil
33602800102,336028,102,Sohail Tanvir,12/12/1984,Left-hand bat,Left-arm medium-fast,Pakistan,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,0,24,1,SK Warne,R Dravid,M Rawat,DT Patil
33602800126,336028,126,MM Patel,7/12/1983,Right-hand bat,Right-arm medium-fast,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,0,25,1,SK Warne,R Dravid,M Rawat,DT Patil
33602900053,336029,53,AC Gilchrist,11/14/1971,Left-hand bat,Right-arm offbreak,Australia,CaptainKeeper,Deccan Chargers,Mumbai Indians,2008,0,37,0,AC Gilchrist,SR Tendulkar,AC Gilchrist,YV Takawale
33602900054,336029,54,Y Venugopal Rao,2/26/1982,Right-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Mumbai Indians,2008,0,26,0,AC Gilchrist,SR Tendulkar,AC Gilchrist,YV Takawale
33602900057,336029,57,RG Sharma,4/30/1987,Right-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Mumbai Indians,2008,0,21,0,AC Gilchrist,SR Tendulkar,AC Gilchrist,YV Takawale
33602900061,336029,61,RP Singh,12/6/1985,Right-hand bat,Left-arm fast-medium,India,Player,Deccan Chargers,Mumbai Indians,2008,0,23,0,AC Gilchrist,SR Tendulkar,AC Gilchrist,YV Takawale
33602900070,336029,70,Shahid Afridi,3/1/1980,Right-hand bat,Legbreak googly,Pakistan,Player,Deccan Chargers,Mumbai Indians,2008,0,28,0,AC Gilchrist,SR Tendulkar,AC Gilchrist,YV Takawale
33602900098,336029,98,DNT Zoysa,5/13/1978,Left-hand bat,Left-arm fast-medium,Sri Lanka,Player,Deccan Chargers,Mumbai Indians,2008,0,30,0,AC Gilchrist,SR Tendulkar,AC Gilchrist,YV Takawale
33602900111,336029,111,LPC Silva,12/14/1979,Right-hand bat,Legbreak,Sri Lanka,Player,Deccan Chargers,Mumbai Indians,2008,0,29,0,AC Gilchrist,SR Tendulkar,AC Gilchrist,YV Takawale
33602900112,336029,112,DB Ravi Teja,9/5/1987,Right-hand bat,Legbreak googly,India,Player,Deccan Chargers,Mumbai Indians,2008,0,21,0,AC Gilchrist,SR Tendulkar,AC Gilchrist,YV Takawale
33602900131,336029,131,PP Ojha,9/5/1986,Left-hand bat,Slow left-arm orthodox,India,Player,Deccan Chargers,Mumbai Indians,2008,0,22,0,AC Gilchrist,SR Tendulkar,AC Gilchrist,YV Takawale
33602900143,336029,143,DP Vijaykumar,10/20/1986,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Mumbai Indians,2008,0,22,0,AC Gilchrist,SR Tendulkar,AC Gilchrist,YV Takawale
33602900146,336029,146,H Das,12/10/1986,Right-hand bat,N/A,India,Player,Deccan Chargers,Mumbai Indians,2008,0,22,0,AC Gilchrist,SR Tendulkar,AC Gilchrist,YV Takawale
33602900044,336029,44,ST Jayasuriya,6/30/1969,Left-hand bat,Slow left-arm orthodox,Sri Lanka,Player,Mumbai Indians,Deccan Chargers,2008,0,39,1,SR Tendulkar,AC Gilchrist,YV Takawale,AC Gilchrist
33602900045,336029,45,DJ Thornely,10/1/1978,Right-hand bat,Right-arm medium,Australia,Player,Mumbai Indians,Deccan Chargers,2008,0,30,1,SR Tendulkar,AC Gilchrist,YV Takawale,AC Gilchrist
33602900046,336029,46,RV Uthappa,11/11/1985,Right-hand bat,Right-arm medium,India,Player,Mumbai Indians,Deccan Chargers,2008,0,23,1,SR Tendulkar,AC Gilchrist,YV Takawale,AC Gilchrist
33602900047,336029,47,PR Shah,11/3/1987,Right-hand bat,N/A,India,Player,Mumbai Indians,Deccan Chargers,2008,0,21,1,SR Tendulkar,AC Gilchrist,YV Takawale,AC Gilchrist
33602900048,336029,48,AM Nayar,10/8/1983,Left-hand bat,Right-arm medium,India,Player,Mumbai Indians,Deccan Chargers,2008,0,25,1,SR Tendulkar,AC Gilchrist,YV Takawale,AC Gilchrist
33602900071,336029,71,DJ Bravo,10/7/1983,Right-hand bat,Right-arm medium-fast,West Indies,Player,Mumbai Indians,Deccan Chargers,2008,1,25,1,SR Tendulkar,AC Gilchrist,YV Takawale,AC Gilchrist
33602900073,336029,73,A Nehra,4/29/1979,Right-hand bat,Left-arm medium-fast,India,Player,Mumbai Indians,Deccan Chargers,2008,0,29,1,SR Tendulkar,AC Gilchrist,YV Takawale,AC Gilchrist
33602900114,336029,114,YV Takawale,11/5/1984,Right-hand bat,N/A,India,Keeper,Mumbai Indians,Deccan Chargers,2008,0,24,1,SR Tendulkar,AC Gilchrist,YV Takawale,AC Gilchrist
33602900115,336029,115,RR Raje,9/3/1986,Right-hand bat,Right-arm fast-medium,India,Player,Mumbai Indians,Deccan Chargers,2008,0,22,1,SR Tendulkar,AC Gilchrist,YV Takawale,AC Gilchrist
33602900133,336029,133,SR Tendulkar,4/24/1973,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Deccan Chargers,2008,0,35,1,SR Tendulkar,AC Gilchrist,YV Takawale,AC Gilchrist
33602900149,336029,149,CRD Fernando,7/19/1979,Right-hand bat,Right-arm fast-medium,Sri Lanka,Player,Mumbai Indians,Deccan Chargers,2008,0,29,1,SR Tendulkar,AC Gilchrist,YV Takawale,AC Gilchrist
33603000017,336030,17,PA Patel,3/9/1985,Left-hand bat,N/A,India,Player,Chennai Super Kings,Kolkata Knight Riders,2008,0,23,1,MS Dhoni,SC Ganguly,MS Dhoni,WP Saha
33603000020,336030,20,MS Dhoni,7/7/1981,Right-hand bat,Right-arm medium,India,CaptainKeeper,Chennai Super Kings,Kolkata Knight Riders,2008,0,27,1,MS Dhoni,SC Ganguly,MS Dhoni,WP Saha
33603000021,336030,21,SK Raina,11/27/1986,Left-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Kolkata Knight Riders,2008,0,22,1,MS Dhoni,SC Ganguly,MS Dhoni,WP Saha
33603000023,336030,23,S Badrinath,8/30/1980,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Kolkata Knight Riders,2008,0,28,1,MS Dhoni,SC Ganguly,MS Dhoni,WP Saha
33603000107,336030,107,SP Fleming,4/1/1973,Left-hand bat,N/A,New Zealand,Player,Chennai Super Kings,Kolkata Knight Riders,2008,0,35,1,MS Dhoni,SC Ganguly,MS Dhoni,WP Saha
33603000108,336030,108,S Vidyut,12/3/1981,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Kolkata Knight Riders,2008,0,27,1,MS Dhoni,SC Ganguly,MS Dhoni,WP Saha
33603000109,336030,109,JA Morkel,6/10/1981,Left-hand bat,Right-arm medium-fast,South Africa,Player,Chennai Super Kings,Kolkata Knight Riders,2008,0,27,1,MS Dhoni,SC Ganguly,MS Dhoni,WP Saha
33603000120,336030,120,MS Gony,1/4/1984,Right-hand bat,Right-arm medium,India,Player,Chennai Super Kings,Kolkata Knight Riders,2008,0,24,1,MS Dhoni,SC Ganguly,MS Dhoni,WP Saha
33603000121,336030,121,M Muralitharan,4/17/1972,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Chennai Super Kings,Kolkata Knight Riders,2008,0,36,1,MS Dhoni,SC Ganguly,MS Dhoni,WP Saha
33603000122,336030,122,M Ntini,7/6/1977,Right-hand bat,Right-arm fast,South Africa,Player,Chennai Super Kings,Kolkata Knight Riders,2008,1,31,1,MS Dhoni,SC Ganguly,MS Dhoni,WP Saha
33603000151,336030,151,L Balaji,9/27/1981,Right-hand bat,Right-arm medium-fast,India,Player,Chennai Super Kings,Kolkata Knight Riders,2008,0,27,1,MS Dhoni,SC Ganguly,MS Dhoni,WP Saha
33603000001,336030,1,SC Ganguly,7/8/1972,Left-hand bat,Right-arm medium,India,Captain,Kolkata Knight Riders,Chennai Super Kings,2008,0,36,0,SC Ganguly,MS Dhoni,WP Saha,MS Dhoni
33603000004,336030,4,DJ Hussey,7/15/1977,Right-hand bat,Right-arm offbreak,Australia,Player,Kolkata Knight Riders,Chennai Super Kings,2008,0,31,0,SC Ganguly,MS Dhoni,WP Saha,MS Dhoni
33603000005,336030,5,Mohammad Hafeez,10/17/1980,Right-hand bat,Right-arm offbreak,Pakistan,Player,Kolkata Knight Riders,Chennai Super Kings,2008,0,28,0,SC Ganguly,MS Dhoni,WP Saha,MS Dhoni
33603000062,336030,62,WP Saha,10/24/1984,Right-hand bat,N/A,India,Keeper,Kolkata Knight Riders,Chennai Super Kings,2008,0,24,0,SC Ganguly,MS Dhoni,WP Saha,MS Dhoni
33603000063,336030,63,LR Shukla,5/6/1981,Right-hand bat,Right-arm medium,India,Player,Kolkata Knight Riders,Chennai Super Kings,2008,0,27,0,SC Ganguly,MS Dhoni,WP Saha,MS Dhoni
33603000082,336030,82,AB Agarkar,12/4/1977,Right-hand bat,Right-arm fast,India,Player,Kolkata Knight Riders,Chennai Super Kings,2008,0,31,0,SC Ganguly,MS Dhoni,WP Saha,MS Dhoni
33603000084,336030,84,I Sharma,9/2/1988,Right-hand bat,Right-arm fast-medium,India,Player,Kolkata Knight Riders,Chennai Super Kings,2008,0,20,0,SC Ganguly,MS Dhoni,WP Saha,MS Dhoni
33603000095,336030,95,DB Das,9/22/1986,Right-hand bat,Legbreak googly,India,Player,Kolkata Knight Riders,Chennai Super Kings,2008,0,22,0,SC Ganguly,MS Dhoni,WP Saha,MS Dhoni
33603000103,336030,103,Salman Butt,10/7/1984,Left-hand bat,Right-arm offbreak,Pakistan,Player,Kolkata Knight Riders,Chennai Super Kings,2008,0,24,0,SC Ganguly,MS Dhoni,WP Saha,MS Dhoni
33603000106,336030,106,AB Dinda,3/25/1984,Right-hand bat,Right-arm medium-fast,India,Player,Kolkata Knight Riders,Chennai Super Kings,2008,0,24,0,SC Ganguly,MS Dhoni,WP Saha,MS Dhoni
33603000144,336030,144,Shoaib Akhtar,8/13/1975,Right-hand bat,Right-arm fast,Pakistan,Player,Kolkata Knight Riders,Chennai Super Kings,2008,0,33,0,SC Ganguly,MS Dhoni,WP Saha,MS Dhoni
33603100040,336031,40,G Gambhir,10/14/1981,Left-hand bat,Legbreak,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2008,0,27,1,V Sehwag,R Dravid,KD Karthik,SP Goswami
33603100041,336031,41,V Sehwag,10/20/1978,Right-hand bat,Right-arm offbreak,India,Captain,Delhi Daredevils,Royal Challengers Bangalore,2008,0,30,1,V Sehwag,R Dravid,KD Karthik,SP Goswami
33603100042,336031,42,S Dhawan,12/5/1985,Left-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2008,0,23,1,V Sehwag,R Dravid,KD Karthik,SP Goswami
33603100088,336031,88,KD Karthik,6/1/1985,Right-hand bat,N/A,India,Keeper,Delhi Daredevils,Royal Challengers Bangalore,2008,0,23,1,V Sehwag,R Dravid,KD Karthik,SP Goswami
33603100089,336031,89,R Bhatia,10/22/1979,Right-hand bat,Right-arm medium-fast,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2008,0,29,1,V Sehwag,R Dravid,KD Karthik,SP Goswami
33603100090,336031,90,MF Maharoof,9/7/1984,Right-hand bat,Right-arm fast-medium,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2008,0,24,1,V Sehwag,R Dravid,KD Karthik,SP Goswami
33603100091,336031,91,VY Mahesh,12/21/1987,Right-hand bat,Right-arm medium-fast,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2008,0,21,1,V Sehwag,R Dravid,KD Karthik,SP Goswami
33603100110,336031,110,AB de Villiers,2/17/1984,Right-hand bat,Right-arm medium,South Africa,Player,Delhi Daredevils,Royal Challengers Bangalore,2008,0,24,1,V Sehwag,R Dravid,KD Karthik,SP Goswami
33603100116,336031,116,PJ Sangwan,11/5/1990,Right-hand bat,Left-arm medium,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2008,0,18,1,V Sehwag,R Dravid,KD Karthik,SP Goswami
33603100118,336031,118,GD McGrath,2/9/1970,Right-hand bat,Right-arm fast-medium,Australia,Player,Delhi Daredevils,Royal Challengers Bangalore,2008,0,38,1,V Sehwag,R Dravid,KD Karthik,SP Goswami
33603100135,336031,135,TM Dilshan,10/14/1976,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Delhi Daredevils,Royal Challengers Bangalore,2008,0,32,1,V Sehwag,R Dravid,KD Karthik,SP Goswami
33603100006,336031,6,R Dravid,1/11/1973,Right-hand bat,Right-arm offbreak,India,Captain,Royal Challengers Bangalore,Delhi Daredevils,2008,0,35,0,R Dravid,V Sehwag,SP Goswami,KD Karthik
33603100009,336031,9,JH Kallis,10/16/1975,Right-hand bat,Right-arm fast-medium,South Africa,Player,Royal Challengers Bangalore,Delhi Daredevils,2008,0,33,0,R Dravid,V Sehwag,SP Goswami,KD Karthik
33603100010,336031,10,CL White,8/18/1983,Right-hand bat,Legbreak googly,Australia,Player,Royal Challengers Bangalore,Delhi Daredevils,2008,0,25,0,R Dravid,V Sehwag,SP Goswami,KD Karthik
33603100012,336031,12,B Akhil,10/7/1977,Right-hand bat,Right-arm medium-fast,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2008,0,31,0,R Dravid,V Sehwag,SP Goswami,KD Karthik
33603100014,336031,14,P Kumar,10/2/1986,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2008,0,22,0,R Dravid,V Sehwag,SP Goswami,KD Karthik
33603100015,336031,15,Z Khan,10/7/1978,Right-hand bat,Left-arm fast-medium,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2008,0,30,0,R Dravid,V Sehwag,SP Goswami,KD Karthik
33603100093,336031,93,B Chipli,1/27/1983,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2008,0,25,0,R Dravid,V Sehwag,SP Goswami,KD Karthik
33603100094,336031,94,DW Steyn,6/27/1983,Right-hand bat,Right-arm fast,South Africa,Player,Royal Challengers Bangalore,Delhi Daredevils,2008,0,25,0,R Dravid,V Sehwag,SP Goswami,KD Karthik
33603100113,336031,113,Misbah-ul-Haq,5/28/1974,Right-hand bat,Legbreak,Pakistan,Player,Royal Challengers Bangalore,Delhi Daredevils,2008,0,34,0,R Dravid,V Sehwag,SP Goswami,KD Karthik
33603100124,336031,124,A Kumble,10/17/1970,Right-hand bat,Legbreak googly,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2008,0,38,0,R Dravid,V Sehwag,SP Goswami,KD Karthik
33603100132,336031,132,SP Goswami,5/18/1989,Left-hand bat,N/A,India,Keeper,Royal Challengers Bangalore,Delhi Daredevils,2008,1,19,0,R Dravid,V Sehwag,SP Goswami,KD Karthik
33603200031,336032,31,YK Pathan,11/17/1982,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Kolkata Knight Riders,2008,1,26,1,SK Warne,SC Ganguly,M Rawat,WP Saha
33603200032,336032,32,SR Watson,6/17/1981,Right-hand bat,Right-arm fast-medium,Australia,Player,Rajasthan Royals,Kolkata Knight Riders,2008,0,27,1,SK Warne,SC Ganguly,M Rawat,WP Saha
33603200033,336032,33,M Kaif,12/1/1980,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Kolkata Knight Riders,2008,0,28,1,SK Warne,SC Ganguly,M Rawat,WP Saha
33603200035,336032,35,RA Jadeja,12/6/1988,Left-hand bat,Slow left-arm orthodox,India,Player,Rajasthan Royals,Kolkata Knight Riders,2008,0,20,1,SK Warne,SC Ganguly,M Rawat,WP Saha
33603200036,336032,36,M Rawat,10/25/1985,Right-hand bat,N/A,India,Keeper,Rajasthan Royals,Kolkata Knight Riders,2008,0,23,1,SK Warne,SC Ganguly,M Rawat,WP Saha
33603200038,336032,38,SK Warne,9/13/1969,Right-hand bat,Legbreak googly,Australia,Captain,Rajasthan Royals,Kolkata Knight Riders,2008,0,39,1,SK Warne,SC Ganguly,M Rawat,WP Saha
33603200039,336032,39,SK Trivedi,9/4/1982,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Kolkata Knight Riders,2008,0,26,1,SK Warne,SC Ganguly,M Rawat,WP Saha
33603200074,336032,74,GC Smith,2/1/1981,Left-hand bat,Right-arm offbreak,South Africa,Player,Rajasthan Royals,Kolkata Knight Riders,2008,0,27,1,SK Warne,SC Ganguly,M Rawat,WP Saha
33603200101,336032,101,SA Asnodkar,3/29/1984,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Kolkata Knight Riders,2008,0,24,1,SK Warne,SC Ganguly,M Rawat,WP Saha
33603200102,336032,102,Sohail Tanvir,12/12/1984,Left-hand bat,Left-arm medium-fast,Pakistan,Player,Rajasthan Royals,Kolkata Knight Riders,2008,0,24,1,SK Warne,SC Ganguly,M Rawat,WP Saha
33603200126,336032,126,MM Patel,7/12/1983,Right-hand bat,Right-arm medium-fast,India,Player,Rajasthan Royals,Kolkata Knight Riders,2008,0,25,1,SK Warne,SC Ganguly,M Rawat,WP Saha
33603200001,336032,1,SC Ganguly,7/8/1972,Left-hand bat,Right-arm medium,India,Captain,Kolkata Knight Riders,Rajasthan Royals,2008,0,36,0,SC Ganguly,SK Warne,WP Saha,M Rawat
33603200004,336032,4,DJ Hussey,7/15/1977,Right-hand bat,Right-arm offbreak,Australia,Player,Kolkata Knight Riders,Rajasthan Royals,2008,0,31,0,SC Ganguly,SK Warne,WP Saha,M Rawat
33603200005,336032,5,Mohammad Hafeez,10/17/1980,Right-hand bat,Right-arm offbreak,Pakistan,Player,Kolkata Knight Riders,Rajasthan Royals,2008,0,28,0,SC Ganguly,SK Warne,WP Saha,M Rawat
33603200062,336032,62,WP Saha,10/24/1984,Right-hand bat,N/A,India,Keeper,Kolkata Knight Riders,Rajasthan Royals,2008,0,24,0,SC Ganguly,SK Warne,WP Saha,M Rawat
33603200063,336032,63,LR Shukla,5/6/1981,Right-hand bat,Right-arm medium,India,Player,Kolkata Knight Riders,Rajasthan Royals,2008,0,27,0,SC Ganguly,SK Warne,WP Saha,M Rawat
33603200082,336032,82,AB Agarkar,12/4/1977,Right-hand bat,Right-arm fast,India,Player,Kolkata Knight Riders,Rajasthan Royals,2008,0,31,0,SC Ganguly,SK Warne,WP Saha,M Rawat
33603200084,336032,84,I Sharma,9/2/1988,Right-hand bat,Right-arm fast-medium,India,Player,Kolkata Knight Riders,Rajasthan Royals,2008,0,20,0,SC Ganguly,SK Warne,WP Saha,M Rawat
33603200095,336032,95,DB Das,9/22/1986,Right-hand bat,Legbreak googly,India,Player,Kolkata Knight Riders,Rajasthan Royals,2008,0,22,0,SC Ganguly,SK Warne,WP Saha,M Rawat
33603200103,336032,103,Salman Butt,10/7/1984,Left-hand bat,Right-arm offbreak,Pakistan,Player,Kolkata Knight Riders,Rajasthan Royals,2008,0,24,0,SC Ganguly,SK Warne,WP Saha,M Rawat
33603200105,336032,105,Umar Gul,4/14/1984,Right-hand bat,Right-arm fast-medium,Pakistan,Player,Kolkata Knight Riders,Rajasthan Royals,2008,0,24,0,SC Ganguly,SK Warne,WP Saha,M Rawat
33603200106,336032,106,AB Dinda,3/25/1984,Right-hand bat,Right-arm medium-fast,India,Player,Kolkata Knight Riders,Rajasthan Royals,2008,0,24,0,SC Ganguly,SK Warne,WP Saha,M Rawat
33603300044,336033,44,ST Jayasuriya,6/30/1969,Left-hand bat,Slow left-arm orthodox,Sri Lanka,Player,Mumbai Indians,Kings XI Punjab,2008,0,39,0,SR Tendulkar,Yuvraj Singh,PR Shah,U Kaul
33603300046,336033,46,RV Uthappa,11/11/1985,Right-hand bat,Right-arm medium,India,Player,Mumbai Indians,Kings XI Punjab,2008,0,23,0,SR Tendulkar,Yuvraj Singh,PR Shah,U Kaul
33603300047,336033,47,PR Shah,11/3/1987,Right-hand bat,N/A,India,Keeper,Mumbai Indians,Kings XI Punjab,2008,0,21,0,SR Tendulkar,Yuvraj Singh,PR Shah,U Kaul
33603300048,336033,48,AM Nayar,10/8/1983,Left-hand bat,Right-arm medium,India,Player,Mumbai Indians,Kings XI Punjab,2008,0,25,0,SR Tendulkar,Yuvraj Singh,PR Shah,U Kaul
33603300049,336033,49,SM Pollock,7/16/1973,Right-hand bat,Right-arm fast-medium,South Africa,Player,Mumbai Indians,Kings XI Punjab,2008,0,35,0,SR Tendulkar,Yuvraj Singh,PR Shah,U Kaul
33603300073,336033,73,A Nehra,4/29/1979,Right-hand bat,Left-arm medium-fast,India,Player,Mumbai Indians,Kings XI Punjab,2008,0,29,0,SR Tendulkar,Yuvraj Singh,PR Shah,U Kaul
33603300133,336033,133,SR Tendulkar,4/24/1973,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Kings XI Punjab,2008,0,35,0,SR Tendulkar,Yuvraj Singh,PR Shah,U Kaul
33603300147,336033,147,DR Smith,4/12/1983,Right-hand bat,Right-arm medium,West Indies,Player,Mumbai Indians,Kings XI Punjab,2008,0,25,0,SR Tendulkar,Yuvraj Singh,PR Shah,U Kaul
33603300148,336033,148,SD Chitnis,5/6/1987,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Kings XI Punjab,2008,0,21,0,SR Tendulkar,Yuvraj Singh,PR Shah,U Kaul
33603300149,336033,149,CRD Fernando,7/19/1979,Right-hand bat,Right-arm fast-medium,Sri Lanka,Player,Mumbai Indians,Kings XI Punjab,2008,0,29,0,SR Tendulkar,Yuvraj Singh,PR Shah,U Kaul
33603300150,336033,150,VS Yeligati,4/23/1985,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Kings XI Punjab,2008,0,23,0,SR Tendulkar,Yuvraj Singh,PR Shah,U Kaul
33603300025,336033,25,JR Hopes,10/24/1978,Right-hand bat,Right-arm medium,Australia,Player,Kings XI Punjab,Mumbai Indians,2008,0,30,1,Yuvraj Singh,SR Tendulkar,U Kaul,PR Shah
33603300027,336033,27,Yuvraj Singh,12/12/1981,Left-hand bat,Slow left-arm orthodox,India,Captain,Kings XI Punjab,Mumbai Indians,2008,0,27,1,Yuvraj Singh,SR Tendulkar,U Kaul,PR Shah
33603300029,336033,29,IK Pathan,10/27/1984,Left-hand bat,Left-arm medium-fast,India,Player,Kings XI Punjab,Mumbai Indians,2008,0,24,1,Yuvraj Singh,SR Tendulkar,U Kaul,PR Shah
33603300064,336033,64,DPMD Jayawardene,5/27/1977,Right-hand bat,Right-arm medium,Sri Lanka,Player,Kings XI Punjab,Mumbai Indians,2008,0,31,1,Yuvraj Singh,SR Tendulkar,U Kaul,PR Shah
33603300067,336033,67,PP Chawla,12/24/1988,Left-hand bat,Legbreak,India,Player,Kings XI Punjab,Mumbai Indians,2008,0,20,1,Yuvraj Singh,SR Tendulkar,U Kaul,PR Shah
33603300077,336033,77,S Sreesanth,2/6/1983,Right-hand bat,Right-arm fast-medium,India,Player,Kings XI Punjab,Mumbai Indians,2008,0,25,1,Yuvraj Singh,SR Tendulkar,U Kaul,PR Shah
33603300078,336033,78,VRV Singh,9/17/1984,Right-hand bat,Right-arm medium-fast,India,Player,Kings XI Punjab,Mumbai Indians,2008,0,24,1,Yuvraj Singh,SR Tendulkar,U Kaul,PR Shah
33603300092,336033,92,TM Srivastava,11/7/1989,Left-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Mumbai Indians,2008,0,19,1,Yuvraj Singh,SR Tendulkar,U Kaul,PR Shah
33603300100,336033,100,SE Marsh,7/9/1983,Left-hand bat,Slow left-arm orthodox,Australia,Player,Kings XI Punjab,Mumbai Indians,2008,1,25,1,Yuvraj Singh,SR Tendulkar,U Kaul,PR Shah
33603300134,336033,134,U Kaul,12/2/1987,Left-hand bat,N/A,India,Keeper,Kings XI Punjab,Mumbai Indians,2008,0,21,1,Yuvraj Singh,SR Tendulkar,U Kaul,PR Shah
33603300139,336033,139,LA Pomersbach,9/28/1984,Left-hand bat,Right-arm offbreak,Australia,Player,Kings XI Punjab,Mumbai Indians,2008,0,24,1,Yuvraj Singh,SR Tendulkar,U Kaul,PR Shah
33603400006,336034,6,R Dravid,1/11/1973,Right-hand bat,Right-arm offbreak,India,Captain,Royal Challengers Bangalore,Chennai Super Kings,2008,0,35,1,R Dravid,MS Dhoni,MV Boucher,PA Patel
33603400008,336034,8,V Kohli,11/5/1988,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Chennai Super Kings,2008,0,20,1,R Dravid,MS Dhoni,MV Boucher,PA Patel
33603400009,336034,9,JH Kallis,10/16/1975,Right-hand bat,Right-arm fast-medium,South Africa,Player,Royal Challengers Bangalore,Chennai Super Kings,2008,0,33,1,R Dravid,MS Dhoni,MV Boucher,PA Patel
33603400011,336034,11,MV Boucher,12/3/1976,Right-hand bat,Right-arm medium,South Africa,Keeper,Royal Challengers Bangalore,Chennai Super Kings,2008,0,32,1,R Dravid,MS Dhoni,MV Boucher,PA Patel
33603400012,336034,12,B Akhil,10/7/1977,Right-hand bat,Right-arm medium-fast,India,Player,Royal Challengers Bangalore,Chennai Super Kings,2008,0,31,1,R Dravid,MS Dhoni,MV Boucher,PA Patel
